mean,std,ptp,slope,zcr,spike_count,hjorth_mobility,hjorth_complexity,rms_first_diff,cluster
1.6888417,0.0024939198,0.01701653,-1.41226365e-05,0.34,0.02,0.9748326,1.3295403,0.002431535,0
1.6886176,0.0019325863,0.011493087,-3.4291302e-06,0.38,0.05,1.0456728,1.2082725,0.0020209216,0
1.6885426,0.0026627437,0.018141031,-3.498444e-06,0.35,0.04,1.0398382,1.1937473,0.002768899,0
1.6886916,0.0029673628,0.018670559,1.9296976e-06,0.38,0.03,1.0303689,1.2087173,0.003057495,0
1.6888064,0.002781328,0.017412663,-7.2747703e-06,0.34,0.03,0.991138,1.251787,0.0027566955,0
1.6888047,0.0020585712,0.016085625,-3.5823011e-06,0.36,0.02,0.950615,1.300018,0.0019569066,0
1.6891527,0.00284555,0.018638492,1.8231289e-06,0.29,0.03,0.93719137,1.3623747,0.0026668827,0
1.6886653,0.003078222,0.018638492,-2.5444187e-05,0.26,0.02,0.8406398,1.5196316,0.0025876712,0
1.6873794,0.002615049,0.017072916,-7.83148e-06,0.32,0.03,1.039399,1.2034225,0.002718253,0
1.6866039,0.002927781,0.018610239,3.1586462e-06,0.38,0.03,0.9916558,1.2653991,0.0029033616,0
1.6863694,0.0020254566,0.01668489,7.047236e-06,0.34,0.01,0.94398236,1.3316096,0.0019119976,0
1.6865449,0.0019875043,0.014735222,1.4344708e-06,0.32,0.01,0.9417748,1.3259997,0.0018718948,0
1.686519,0.00211629,0.014615774,-9.576882e-06,0.29,0.02,0.9392561,1.310661,0.0019880743,0
1.6862481,0.001865558,0.010606885,-4.7985636e-06,0.34,0.03,0.9994382,1.2191778,0.00186451,0
1.6858146,0.0018699995,0.011271119,-6.31496e-06,0.35,0.03,0.98182046,1.2857903,0.001836031,0
1.6872617,0.0030542107,0.018399239,5.670056e-05,0.25,0.03,0.8467305,1.5357246,0.0025862516,0
1.68922,0.0030523692,0.018122196,6.8983613e-06,0.33,0.03,0.9942478,1.266796,0.003034873,0
1.6890973,0.002661771,0.018142104,-1.0879936e-05,0.33,0.04,0.9420812,1.2976621,0.002507697,0
1.6884238,0.0018846416,0.01277864,-1.4339456e-05,0.38,0.03,0.96901065,1.2692599,0.0018262445,0
1.6881279,0.0013392409,0.007753372,8.565658e-06,0.37,0.02,1.0399042,1.1948427,0.0013928514,0
1.6882824,0.0020827013,0.016158342,4.38905e-06,0.33,0.02,0.9124461,1.345907,0.0019004862,0
1.6889881,0.0035607512,0.02176845,2.671858e-05,0.25,0.02,0.72910374,1.4659387,0.0025961671,0
1.6894672,0.0038269348,0.02176845,2.2070878e-06,0.28,0.04,0.8124393,1.4528682,0.003109165,0
1.6893078,0.0026968603,0.017603159,-3.929577e-06,0.32,0.02,0.9968518,1.2904881,0.0026884077,0
1.6890999,0.0015852378,0.008423924,-1.1639045e-05,0.34,0.04,1.0308559,1.2459084,0.0016341564,0
1.6893939,0.0023194856,0.018089175,1.223143e-05,0.26,0.02,0.8015088,1.550327,0.0018591086,0
1.6899136,0.0034001248,0.020148039,1.1525271e-05,0.31,0.03,0.9047332,1.360664,0.0030762795,0
1.6896272,0.0032935918,0.020148039,-4.4008702e-06,0.35,0.03,0.9562148,1.2993474,0.0031494345,0
1.6890378,0.0029515116,0.019531012,-1.26950235e-05,0.34,0.02,0.85600084,1.406513,0.002526525,0
1.6881576,0.002734266,0.01934421,-2.5192901e-05,0.33,0.02,0.8580168,1.4449108,0.002346292,0
1.6879301,0.0027510752,0.017709017,6.037294e-06,0.43,0.02,1.0123101,1.2665077,0.0027849665,0
1.6873655,0.0027316052,0.019539833,-2.6517637e-05,0.36,0.02,0.9438051,1.3450764,0.0025781018,0
1.686439,0.0018534121,0.01454246,1.2534823e-06,0.37,0.01,1.0491103,1.2068586,0.0019444871,0
1.6867356,0.0031000723,0.018214941,8.820383e-06,0.35,0.03,0.97213507,1.2868311,0.0030138432,0
1.6872888,0.0036252008,0.01836431,9.629462e-06,0.31,0.03,0.9183863,1.3090779,0.0033295758,0
1.6858925,0.0035132964,0.021091938,-4.896287e-05,0.22,0.04,0.86454844,1.4396131,0.0030374108,0
1.6843296,0.0028567538,0.021329522,-3.8489306e-06,0.37,0.03,1.0296358,1.239197,0.0029414329,0
1.6845392,0.002772374,0.019660592,-5.5435603e-06,0.29,0.02,0.9880773,1.2908072,0.0027394656,0
1.6848729,0.0020359575,0.015993595,4.094789e-06,0.27,0.02,0.9515525,1.3420483,0.0019374179,0
1.6849042,0.0020998698,0.015954256,-2.790511e-06,0.33,0.02,0.9367553,1.3330642,0.0019673062,0
1.6844811,0.0026820535,0.019806385,-6.961359e-06,0.26,0.03,0.963067,1.3038217,0.0025830076,0
1.6838199,0.0037402683,0.024142146,-1.697628e-05,0.39,0.03,0.86926246,1.4232663,0.003251653,0
1.6840029,0.003800143,0.023226142,7.340458e-06,0.25,0.04,0.77312386,1.6202443,0.0029380082,0
1.6843991,0.002996635,0.015602708,-2.0676744e-05,0.19,0.06,0.7248057,1.6811209,0.0021723702,0
1.6841141,0.002962057,0.019880176,-6.598107e-06,0.3,0.03,0.8788389,1.384795,0.002603169,0
1.6839942,0.0021034584,0.017314672,-3.5755068e-06,0.35,0.02,0.97734636,1.2764273,0.0020559663,0
1.6846063,0.0022676827,0.01578927,2.1819467e-05,0.32,0.02,0.9089448,1.3311207,0.0020621223,0
1.6859839,0.0031402125,0.016941547,1.5101888e-05,0.31,0.03,0.9458738,1.3319257,0.0029708704,0
1.686532,0.0025244942,0.016610265,-9.024282e-06,0.32,0.01,0.9779272,1.329845,0.0024687997,0
1.6865941,0.0020516193,0.012973547,7.660111e-06,0.36,0.03,0.9616383,1.3786428,0.0019730984,0
1.6861452,0.0021554201,0.012973547,-2.615703e-05,0.3,0.04,0.9215652,1.4589425,0.0019863925,0
1.6854771,0.0017228957,0.011915803,-1.400927e-06,0.42,0.04,1.0206604,1.1516114,0.0017585023,0
1.6853899,0.0017753813,0.011915803,-2.5113231e-06,0.36,0.04,0.9441817,1.2516663,0.0016763271,0
1.6854445,0.0024026143,0.018303156,-2.5978914e-06,0.32,0.03,0.9301714,1.3394133,0.0022348405,0
1.6857846,0.002404208,0.018210769,5.5037704e-06,0.34,0.03,0.9621031,1.2881075,0.0023131731,0
1.6861311,0.0015245286,0.01128757,1.4492522e-05,0.37,0.03,0.95297676,1.3481733,0.0014530628,0
1.6864533,0.0016888326,0.011029005,1.3786983e-05,0.3,0.02,0.89333767,1.4149582,0.0015087484,0
1.6871256,0.002235663,0.019236922,1.7977107e-05,0.35,0.01,0.95334893,1.3053097,0.0021313806,0
1.6881229,0.0031870077,0.016692042,5.168324e-06,0.3,0.05,1.0032995,1.2970439,0.0031976302,0
1.6879258,0.0029509088,0.01660204,-3.047049e-05,0.32,0.05,0.9833815,1.3304998,0.0029018691,0
1.6881087,0.0027158908,0.01774311,3.4520846e-05,0.35,0.04,0.93586355,1.4235797,0.0025417819,0
1.6884656,0.003582052,0.026279092,-1.4873659e-05,0.34,0.05,0.94777566,1.3747623,0.0033949802,0
1.6877964,0.0029359204,0.026279092,-1.2792463e-05,0.34,0.03,0.96060276,1.3139155,0.0028203486,0
1.6877185,0.002162875,0.014029264,1.1690142e-06,0.36,0.04,0.97732323,1.2606889,0.0021138287,0
1.6876101,0.0025485845,0.016561985,-7.5725115e-06,0.34,0.03,0.9092112,1.3280262,0.0023172651,0
1.6871506,0.002012759,0.016561985,-1.4056427e-05,0.32,0.01,0.8809346,1.3845958,0.001773126,0
1.6875834,0.0030800996,0.020834446,1.1285689e-05,0.3,0.02,0.8729676,1.3671486,0.002688839,0
1.6883864,0.0037621951,0.020834446,-1.9088502e-06,0.29,0.04,0.9805078,1.2575171,0.0036896584,0
1.6887976,0.0037915458,0.019847035,1.2367473e-05,0.27,0.04,0.92923015,1.316124,0.0035232853,0
1.6888211,0.0034557865,0.019221067,-5.698038e-06,0.4,0.02,0.8368313,1.3042796,0.0028938868,0
1.6884352,0.0029155065,0.017594099,-2.6746695e-06,0.36,0.04,0.9889565,1.272174,0.0028833274,0
1.6882569,0.003115245,0.020495772,-1.568275e-05,0.36,0.05,1.0279826,1.2718967,0.003202878,0
1.688844,0.0029820167,0.018780231,9.694614e-06,0.37,0.05,0.9937977,1.3289711,0.0029636528,0
1.6895794,0.0026883038,0.014792442,3.0796564e-06,0.29,0.06,0.9478252,1.3169253,0.0025480448,0
1.6893325,0.0028676195,0.01554203,-6.386394e-06,0.26,0.05,0.921393,1.343879,0.0026422115,0
1.6891063,0.0030530673,0.018649697,-2.2897425e-06,0.33,0.04,0.92948854,1.3170109,0.0028378582,0
1.6886015,0.002419354,0.018695354,-2.4747373e-05,0.33,0.02,0.91059417,1.3218032,0.002203844,0
1.6885781,0.003370255,0.022657752,1.8356042e-05,0.39,0.03,0.98680234,1.2607852,0.0033258318,0
1.6881394,0.004016882,0.02375555,-3.220467e-05,0.34,0.04,0.95184886,1.3158002,0.0038234633,0
1.6871667,0.003356232,0.019914865,-5.8307432e-06,0.31,0.03,0.9987029,1.2773142,0.0033520155,0
1.68694,0.002789384,0.019513965,-8.745061e-06,0.34,0.03,1.0284663,1.2421173,0.0028688011,0
1.6873865,0.0025192627,0.012812376,2.1578302e-05,0.26,0.04,0.85796773,1.4765985,0.0021614449,0
1.6878144,0.003074701,0.015095353,-6.852092e-06,0.22,0.04,0.8167402,1.4846185,0.0025112284,0
1.6874768,0.0033965528,0.018288612,1.7394899e-07,0.24,0.05,0.9504826,1.3431656,0.0032284271,0
1.6869645,0.0029785144,0.018288612,-9.424957e-06,0.3,0.04,1.0520855,1.2427992,0.0031336548,0
1.6871576,0.0024507693,0.013314009,2.413207e-05,0.36,0.04,1.0848553,1.1940644,0.0026593325,0
1.6876421,0.0032785863,0.019429326,-1.0754868e-05,0.32,0.05,1.0178959,1.2755668,0.0033376445,0
1.687384,0.0030308568,0.019429326,-8.1850785e-06,0.29,0.03,0.92215157,1.3225038,0.0027985966,0
1.6873568,0.001646934,0.01067698,6.947734e-06,0.28,0.03,1.006246,1.2569146,0.0016573175,0
1.6881974,0.002061265,0.015861154,2.7865892e-05,0.32,0.02,1.0035912,1.2904197,0.002068708,0
1.6893103,0.0030259616,0.017933846,2.6691474e-05,0.35,0.02,0.94706243,1.3563505,0.0028669962,0
1.6896737,0.003080646,0.017933846,6.37839e-06,0.26,0.03,0.8435428,1.4462773,0.002598727,0
1.6895628,0.0028402654,0.017719865,-2.1816752e-06,0.27,0.03,0.81765664,1.4833704,0.0023226624,0
1.6896417,0.0030457766,0.018295765,1.724329e-05,0.3,0.03,0.94911015,1.3102496,0.002890945,0
1.6898443,0.002638827,0.016140342,4.8488873e-06,0.34,0.03,0.9816108,1.2831209,0.0025903445,0
1.6899,0.0026014748,0.018178582,-2.0635352e-06,0.37,0.02,0.9971394,1.3019778,0.0025942833,0
1.6902804,0.0026601604,0.018178582,5.0250806e-06,0.4,0.03,1.0753247,1.2216429,0.002860611,0
1.6898547,0.0020342548,0.0151206255,-2.0489168e-05,0.37,0.03,1.0466243,1.2743587,0.002129419,0
1.6888477,0.0016484683,0.010129571,-1.1442554e-05,0.37,0.03,1.0337063,1.2466115,0.0017047432,0
1.68816,0.0016983349,0.010217667,-1.7165528e-05,0.4,0.03,0.9555219,1.3108348,0.0016227936,0
1.6877811,0.0017992427,0.012929201,-2.8464374e-06,0.36,0.02,0.9651104,1.2748272,0.0017364691,0
1.68808,0.0019023988,0.012929201,-6.681829e-07,0.36,0.03,0.98064715,1.2644602,0.0018656133,0
1.6883665,0.0026674154,0.023977518,-4.826841e-06,0.35,0.03,1.008879,1.1822643,0.0026912666,0
1.688876,0.0036910058,0.023977518,4.068342e-06,0.32,0.04,1.0248307,1.2558159,0.0037827315,0
1.6887108,0.0030822237,0.019342422,-3.1117343e-05,0.36,0.03,1.0117774,1.3160256,0.003118525,0
1.6889583,0.0029942808,0.020077825,2.955317e-05,0.36,0.03,1.0017344,1.2740549,0.003000001,0
1.6895893,0.0028620427,0.020077825,-3.1836255e-06,0.4,0.04,1.0992378,1.1908767,0.003146099,0
1.6894691,0.00259024,0.023028731,4.9904236e-07,0.41,0.02,1.0459784,1.2050647,0.0027097939,0
1.6892769,0.0025622288,0.023028731,-1.4910962e-05,0.4,0.01,0.9825878,1.2691153,0.0025179293,0
1.6890209,0.0014083318,0.007130623,-7.232793e-06,0.34,0.02,0.8152208,1.4054444,0.0011480916,0
1.6894182,0.0035287195,0.022159219,-2.5050724e-06,0.28,0.03,1.0418414,1.260114,0.0036764324,0
1.6899703,0.0042627556,0.022159219,1.4016308e-06,0.28,0.05,1.0044725,1.2717108,0.0042818333,0
1.6903679,0.004153303,0.023032546,1.6298532e-06,0.31,0.04,0.971064,1.3068602,0.004034497,0
1.6900746,0.004071044,0.023032546,-3.5075358e-05,0.32,0.04,0.94039416,1.3755745,0.0038284934,0
1.6889672,0.0030829404,0.018250346,-4.0333984e-05,0.35,0.02,0.8059379,1.4145046,0.0024895146,0
1.687771,0.0025564397,0.016838312,-2.2845228e-05,0.33,0.03,0.92293787,1.2998266,0.0023596117,0
1.6871231,0.0023791285,0.013022065,-3.883175e-06,0.38,0.03,0.9853762,1.2430351,0.0023444484,0
1.6872706,0.0025016135,0.01699233,3.6570354e-06,0.33,0.02,1.0012794,1.2814689,0.0025048857,0
1.6874695,0.0024084416,0.016127229,-9.560893e-07,0.31,0.02,0.9546908,1.3153187,0.0022994983,0
1.6873707,0.002504659,0.018053412,-2.1981792e-07,0.28,0.03,1.0247849,1.2551172,0.0025667385,0
1.6880727,0.0035222576,0.019467354,2.6772179e-05,0.36,0.04,1.0258923,1.239883,0.0036136264,0
1.688469,0.0031079564,0.019467354,-6.7758347e-06,0.3,0.04,0.99793863,1.246604,0.0031015645,0
1.6883707,0.0019279983,0.011623383,1.3903185e-05,0.31,0.02,0.9145823,1.3030721,0.0017654399,0
1.6887654,0.0021712552,0.01597333,8.750832e-06,0.35,0.03,0.97638196,1.3144815,0.002120351,0
1.6885574,0.0021074344,0.01623571,-1.0518662e-05,0.39,0.02,1.0048734,1.2199962,0.0021218895,0
1.6891255,0.0026675547,0.017736077,3.418404e-05,0.27,0.02,0.9129068,1.3606216,0.002439624,0
1.6899512,0.0028235794,0.017482758,1.8397974e-06,0.28,0.04,1.0400895,1.2104565,0.0029367795,0
1.6893742,0.002462065,0.014727235,-1.7387069e-05,0.39,0.03,1.063,1.2175226,0.002617947,0
1.6897045,0.00263245,0.017248154,2.3700853e-05,0.29,0.03,0.98594725,1.309806,0.0025956272,0
1.6905638,0.0021792448,0.01610446,2.766235e-07,0.4,0.03,1.0282677,1.2189386,0.0022409854,0
1.6908716,0.0020074483,0.015267968,5.301103e-06,0.36,0.04,0.98829144,1.3122001,0.001983996,0
1.6915888,0.0031297526,0.01865077,1.6898972e-05,0.3,0.04,1.0020628,1.2580796,0.00313633,0
1.6919513,0.0035288192,0.018891335,-2.9904077e-06,0.3,0.04,1.0464281,1.217214,0.003692657,0
1.69153,0.0028471656,0.019064784,-1.2590729e-05,0.4,0.03,1.0643036,1.2055593,0.0030302743,0
1.6914952,0.0023878387,0.017793655,1.9889081e-05,0.35,0.03,0.9282771,1.3612034,0.00221826,0
1.6918533,0.0026224265,0.016003966,1.5502744e-06,0.37,0.02,0.9155245,1.3661169,0.002401161,0
1.6917255,0.002622479,0.020403266,-1.2868169e-05,0.41,0.03,0.88458514,1.3644766,0.0023201657,0
1.6913775,0.0023577062,0.016248345,-5.7173947e-06,0.41,0.03,0.9370195,1.2874116,0.0022092648,0
1.6918433,0.0031938255,0.019515276,5.5539317e-06,0.28,0.04,0.9231225,1.3891367,0.0029483966,0
1.6914564,0.0032223873,0.019870162,-4.083786e-05,0.27,0.03,0.8731891,1.4627913,0.0028139963,0
1.6906852,0.0020314394,0.013500333,8.746152e-06,0.34,0.03,1.0370283,1.2037584,0.0021067548,0
1.6912519,0.0035390938,0.022037506,4.6021596e-06,0.36,0.05,1.070195,1.1846715,0.0037875224,0
1.6911855,0.004306877,0.022037506,-1.3919859e-05,0.26,0.07,1.0110784,1.2635059,0.0043545915,0
1.6903158,0.003444439,0.0178833,-9.33205e-06,0.24,0.05,0.9609317,1.3646424,0.003309884,0
1.6890925,0.002200422,0.014208555,-2.2252883e-05,0.34,0.03,0.94860435,1.3875743,0.0020874667,0
1.6891224,0.002472167,0.020191073,2.6575412e-05,0.3,0.01,0.86795586,1.398444,0.0021457449,0
1.6903107,0.0024034944,0.019126177,2.0938993e-05,0.23,0.02,0.8984295,1.3385661,0.0021599191,0
1.690971,0.0020363946,0.012898564,1.1117425e-05,0.3,0.05,0.9834923,1.2048365,0.002002778,0
1.6917076,0.0027475585,0.018264174,1.8077031e-05,0.31,0.05,0.9975345,1.2270814,0.002741217,0
1.6931164,0.0030241522,0.018945932,3.798339e-05,0.27,0.03,0.90967506,1.348971,0.002751476,0
1.6940103,0.0026554568,0.018572807,6.9530884e-06,0.27,0.04,0.85706455,1.3495181,0.0022759999,0
1.6944673,0.002966896,0.019736528,3.8721746e-06,0.27,0.04,0.8699373,1.3954446,0.0025810294,0
1.6945082,0.002967369,0.019861817,-2.7699802e-05,0.31,0.03,0.91359437,1.3732096,0.0027110106,0
1.6938924,0.00215946,0.015727282,-1.388017e-05,0.3,0.03,0.9708854,1.2298745,0.0020970497,0
1.6934329,0.002774268,0.017457008,-1.0034868e-05,0.32,0.04,1.0079541,1.2356194,0.0027963417,0
1.6929414,0.0029753153,0.017457008,-6.670094e-06,0.29,0.04,0.9841503,1.2438877,0.0029298405,0
1.6926535,0.0030040469,0.017622232,1.3173459e-05,0.3,0.04,0.97057027,1.3233281,0.0029156378,0
1.6922945,0.0027829995,0.017622232,6.8624886e-06,0.35,0.03,0.9837868,1.3210332,0.0027379089,0
1.6925777,0.002485784,0.01895082,2.0324365e-05,0.39,0.02,0.9287731,1.3140122,0.0023087286,0
1.6931971,0.0023179317,0.018815756,6.48072e-06,0.31,0.01,0.9398632,1.3129565,0.0021787626,0
1.6933489,0.0018588494,0.015387297,6.1754304e-06,0.31,0.01,1.0177041,1.2712481,0.0018918668,0
1.692252,0.0031258194,0.020265102,-3.904543e-05,0.23,0.02,0.922663,1.3577693,0.0028843756,0
1.6907691,0.003397507,0.020265102,-1.06245725e-05,0.38,0.03,1.007455,1.2642485,0.0034228363,0
1.6903677,0.0030048946,0.018875837,-7.3580036e-06,0.38,0.03,1.048039,1.246657,0.0031493441,0
1.6898868,0.0020742621,0.01700306,-1.6127911e-05,0.32,0.02,1.0607919,1.2271162,0.0022004358,0
1.6895609,0.0013646459,0.007920623,-5.476853e-06,0.34,0.04,0.9629973,1.2161297,0.0013143629,0
1.6899962,0.0021962747,0.014022231,6.8961417e-06,0.36,0.02,0.9918369,1.2781115,0.002178346,0
1.6904883,0.0025704347,0.014621496,3.4476193e-06,0.34,0.04,1.0003288,1.2798448,0.002571395,0
1.6911098,0.0029102266,0.017778873,1.8630079e-05,0.29,0.03,0.922023,1.3609815,0.0026833862,0
1.6915017,0.0027148882,0.01807034,1.5091817e-06,0.3,0.02,0.9218922,1.3637159,0.0025030542,0
1.6920015,0.003152935,0.019705415,3.5631685e-05,0.34,0.01,0.91706437,1.4566321,0.002894412,0
1.6920303,0.0032623867,0.020446181,-3.1743814e-06,0.36,0.02,0.97269034,1.4293305,0.003173294,0
1.6914676,0.002021351,0.014320016,-2.9556213e-06,0.35,0.03,0.9985945,1.2618625,0.0020199367,0
1.6918308,0.0021774808,0.017278194,9.961225e-06,0.27,0.02,0.86763847,1.4183056,0.0018894732,0
1.6931463,0.0030418257,0.021205664,3.47335e-05,0.31,0.05,0.8986791,1.3961413,0.002733706,0
1.6940438,0.0025502113,0.01657474,1.3779743e-06,0.34,0.05,0.99579096,1.253834,0.0025394773,0
1.6939957,0.0022597911,0.016323686,-3.5834855e-06,0.29,0.03,0.93425936,1.3463758,0.002111258,0
1.6945108,0.0034007197,0.020533204,7.074034e-06,0.29,0.04,1.019417,1.3246248,0.003466776,0
1.6946145,0.0030774155,0.019443154,-3.4485163e-06,0.32,0.03,1.0504781,1.2977712,0.0032327822,0
1.6947817,0.0016671299,0.0071766376,2.2653518e-05,0.2,0.01,0.8398157,1.4379294,0.0014000875,0
1.6958148,0.0015551037,0.0072255135,1.8704799e-05,0.22,0.03,0.69981,1.567833,0.0010885729,0
1.6968535,0.0027653286,0.017560482,1.7481589e-05,0.33,0.02,0.94727075,1.4121407,0.0026199853,0
1.6971375,0.002925121,0.01706481,-1.00060115e-05,0.32,0.04,0.9843589,1.359532,0.0028793688,0
1.696726,0.0024954795,0.01783061,-5.735245e-06,0.32,0.02,0.9279917,1.3161551,0.0023170477,0
1.6967734,0.0037277709,0.024750233,-4.8729125e-06,0.34,0.03,0.9544743,1.2846223,0.0035580785,0
1.6968181,0.0036419453,0.024750233,-2.0177054e-05,0.3,0.04,0.9676481,1.2966697,0.0035241293,0
1.6966088,0.0029122054,0.020183682,-5.2635246e-06,0.34,0.03,0.9227636,1.3464538,0.0026874056,0
1.6959022,0.0026360634,0.020183682,-2.2804696e-05,0.3,0.04,0.8909537,1.3996423,0.0023486482,0
1.6958494,0.002825821,0.018998265,7.1070244e-06,0.3,0.03,0.904688,1.351982,0.002556622,0
1.6957321,0.0029490276,0.019655228,-3.022231e-05,0.31,0.02,0.87544584,1.424691,0.0025829233,0
1.695354,0.0022320794,0.01308012,1.1997509e-05,0.32,0.03,0.8488235,1.3933024,0.001894649,0
1.6950988,0.0021590805,0.01380384,-1.9222967e-05,0.32,0.02,0.7431101,1.5863692,0.0016048027,0
1.6949756,0.002419394,0.020806909,1.2756935e-05,0.34,0.01,0.9295607,1.3566219,0.0022489808,0
1.6958166,0.0034342166,0.019109368,1.5712434e-05,0.29,0.03,0.8514921,1.364192,0.0029242118,0
1.6952465,0.0031945691,0.02208376,-2.1780925e-05,0.31,0.03,0.8262391,1.407835,0.0026407063,0
1.694657,0.0029199661,0.019057274,1.5456933e-05,0.35,0.04,1.0256718,1.2532942,0.0029949346,0
1.6951519,0.0033525692,0.018309236,1.1746295e-05,0.32,0.05,1.0012143,1.2622906,0.0033569438,0
1.6956694,0.002993586,0.01700747,2.3151844e-05,0.29,0.05,0.9525886,1.3305426,0.0028518639,0
1.6948967,0.0026976715,0.015250564,-3.1493957e-05,0.25,0.04,0.81753993,1.5063748,0.0022057577,0
1.6930442,0.0019080575,0.012948155,-2.6724287e-05,0.31,0.01,0.88397175,1.4534785,0.0016870323,0
1.6929965,0.0016123191,0.009964943,1.6129974e-05,0.31,0.01,0.9550972,1.3428783,0.0015402855,0
1.6933594,0.0022013553,0.016732931,-1.1877848e-05,0.34,0.02,0.931211,1.3387334,0.0020499702,0
1.692888,0.003158639,0.0183326,2.4475753e-06,0.27,0.03,0.8926361,1.3610778,0.0028197304,0
1.6927563,0.002789021,0.017959356,7.0344076e-06,0.28,0.02,0.91001856,1.3176926,0.0025380712,0
1.6947327,0.0036170536,0.019412994,6.3110114e-05,0.21,0.03,0.84973043,1.5524791,0.0030745673,0
1.6953866,0.003283424,0.019079328,-2.968401e-05,0.24,0.04,0.9465233,1.3962935,0.0031078397,0
1.6941519,0.0013928964,0.0085475445,5.599174e-06,0.32,0.03,0.9806832,1.3133143,0.0013660451,0
1.6945136,0.0011164064,0.0068905354,1.1076121e-05,0.35,0.03,0.8749983,1.4327261,0.0009768603,0
1.6950693,0.0015899645,0.012945414,8.472281e-06,0.33,0.03,1.0279417,1.2426108,0.0016354069,0
1.6951448,0.0019341483,0.012945414,-3.2211194e-06,0.42,0.05,1.089027,1.2027829,0.002106345,0
