pc1,pc2,pc3,cluster
-0.9744028,-0.24618742,-0.19906703,0
-1.4622333,0.041267436,-0.34464088,0
-0.84649366,-0.37639737,-0.22924833,0
0.16704112,-1.3519486,-0.08953232,0
-0.63095045,-0.5256301,-0.12927736,0
-0.9383847,-0.18431123,-0.1336111,0
-0.8908743,-0.36122024,-0.21862257,0
9.435753,1.6646148,4.4460416,1
8.762146,2.4429338,4.8061614,1
6.9671702,0.45020196,5.31106,1
4.7865834,-0.2216751,6.342184,1
13.042704,2.0757174,-4.656648,2
15.171442,8.292517,-8.382363,2
11.869288,7.4430356,-7.624708,2
9.509553,5.5872808,-7.0661235,2
12.589949,5.019457,-0.18021551,2
13.193691,2.6631875,4.331413,2
1.8889604,-2.1868894,0.12839091,1
0.61297715,-1.3529625,0.5303829,0
-0.4747517,-0.81149065,0.9435501,0
-0.7920025,-0.9089908,1.4614657,0
-1.7040622,-0.42195073,1.5624505,0
-1.1334903,-0.8934328,1.6081499,0
-1.3442166,-0.7889458,1.1228343,0
-1.3142127,-0.52013713,0.55893385,0
-0.64913243,-0.12707457,0.28861466,0
-1.1498404,0.42317608,-0.14413117,0
-0.044942528,-0.52906656,0.07625077,0
3.6785681,-0.6552526,-0.31363368,1
6.776288,0.11204464,-2.467283,2
5.594757,-0.15422085,1.0759296,1
2.9457722,-0.71264076,0.7978186,1
-0.47417244,-0.063496895,-0.19330111,0
-1.9374787,0.5955036,-0.4212536,0
0.327907,-0.59966874,0.3179738,0
0.069368355,0.07648872,0.16144839,0
-0.12081141,0.22907418,0.10219754,0
-0.2949276,-0.11040085,0.2928732,0
-0.55235165,-0.48155543,0.2089448,0
-1.2277219,-0.34879687,-0.08937506,0
0.075749986,-0.92780876,0.23592372,0
0.74980485,-1.1991671,0.37667665,0
1.659735,-0.25337395,0.5428744,1
1.5761191,-0.15165251,0.7509029,1
-0.065298736,-0.62637657,0.25468338,0
1.6925532,-1.9337852,0.10804381,1
-0.23417975,-0.99746436,-0.15983391,0
-1.2264236,-0.32492372,-0.21072122,0
3.0358984,-2.027171,0.3816804,1
3.0711257,-1.7336556,0.71377075,1
3.8599265,-0.5921893,-0.20191486,1
6.5316186,0.425877,-2.8419802,2
6.162658,0.8872656,2.351856,1
2.3152955,0.45292038,1.5431821,1
1.8279401,-0.93554837,1.1138172,1
4.4412465,-0.33589292,-0.26359192,1
8.120899,0.17452817,-3.7784836,2
4.9134607,-0.5638532,-0.5949259,1
5.690371,-1.1095073,1.0343295,1
3.203735,-2.0372295,0.8834749,1
-0.51278454,-0.76877546,0.38718575,0
-1.0823743,-0.5528748,0.18463226,0
-1.0036137,-0.5919321,0.16479786,0
-0.5600747,-0.7676393,0.35100344,0
-1.0311328,-0.27977115,0.19643168,0
0.25008768,-1.0048007,0.49413803,0
2.0152328,-2.1407242,0.68762106,1
1.7445469,-2.1589394,0.20350792,1
-0.4821295,-0.8307287,-0.06359449,0
-0.95320225,-0.44017377,-0.06915272,0
-0.8143611,0.9870523,0.15050691,0
2.3513763,0.7013187,0.247553,1
2.462681,1.3728026,-0.12223167,1
2.7343879,1.6363459,1.2000933,1
2.6552005,1.5504167,0.86795866,1
2.2594147,0.35858712,0.2527793,1
-1.3948745,0.18388407,-0.3949006,0
-1.0857761,-0.085922875,-0.36190066,0
-0.80182093,-0.19168684,-0.22465898,0
-0.6524099,-0.32126176,-0.12441022,0
-1.4456897,-0.007355498,-0.32287097,0
-0.22627495,-0.77297497,-0.05649163,0
-1.6833725,0.32005993,-0.34833288,0
-1.3966076,-0.019112863,-0.31337503,0
-1.1991179,-0.3088963,-0.24549964,0
-1.6797428,0.24909745,-0.29028052,0
-1.3696775,-0.032000225,-0.2315907,0
-1.7857606,0.036014833,-0.40521485,0
-1.5449886,-0.18583599,-0.28000507,0
-1.3998189,0.09530975,-0.2600264,0
-1.5435423,0.21362886,-0.2774255,0
-1.3400701,-0.2745749,-0.17828469,0
-1.376683,-0.05126438,-0.17643438,0
-1.1614932,-0.25157702,-0.15198563,0
-1.6062692,-0.002382636,-0.24004245,0
-1.4586862,-0.11399704,-0.24172257,0
-1.2442487,-0.2652068,-0.2046228,0
-1.5007604,-0.028420098,-0.29854968,0
-1.6009446,-0.039789937,-0.3384893,0
-1.5382001,-0.109376825,-0.2770298,0
-1.6162449,0.0353261,-0.27906978,0
-2.0897007,0.5576499,-0.3944081,0
-1.7839069,0.2923518,-0.3452693,0
-1.3589698,-0.28138658,-0.270254,0
-1.2651119,-0.22219214,-0.22189839,0
-1.3485379,-0.1541088,-0.26628315,0
-1.8156824,0.18699268,-0.33735254,0
-1.7081932,0.1635504,-0.29004124,0
-1.3354982,0.0010091919,-0.17378706,0
-1.43416,0.08047822,-0.25832826,0
-1.3857297,-0.12977722,-0.21712117,0
-1.4687135,0.0017486454,-0.27127826,0
-1.3368641,0.0001177812,-0.18043648,0
1.6481801,-1.7038068,0.33155498,1
2.707673,-2.351708,0.5903051,1
3.1078699,-2.4277034,-0.2066347,1
0.6801759,-1.1053274,-0.13170037,0
-1.4593861,0.10642599,-0.26567042,0
-1.7035929,0.20342988,-0.34142432,0
-0.84814507,-0.6189708,-0.15978906,0
-1.1249844,-0.19024162,-0.17387699,0
-1.1394472,-0.20434129,-0.24300744,0
-1.3972403,-0.018041804,-0.2657352,0
2.1901903,-0.7084426,0.262276,1
2.5653644,1.0205448,1.3251671,1
2.0518627,1.1159276,0.90901786,1
1.2236321,0.33592236,0.6339561,0
2.831091,0.116113886,0.20678021,1
3.250368,0.62405974,0.998939,1
2.3136604,0.57671875,0.64025027,1
1.5820639,0.99615836,0.8127636,0
1.1400716,1.4691526,0.71080196,0
0.44655663,0.36925068,0.38495222,0
0.6709198,-1.6049443,0.17353341,0
-1.4710902,-0.07974787,-0.2328866,0
-0.80128855,-0.31600964,-0.04212542,0
-0.80833805,-0.3416332,-0.16915812,0
-1.0551051,-0.3947416,-0.19010141,0
-1.4950908,-0.07114108,-0.26686952,0
-0.38075104,2.5052245,0.30992523,0
-0.6144742,4.3396926,0.7924458,0
-0.64881915,4.547201,0.5064356,0
-0.5899396,4.3495154,0.7672455,0
-0.20139574,4.5220423,0.53202564,0
0.18959457,4.4269333,0.86136526,0
-0.1561469,5.011285,0.9473491,0
-0.1925929,5.0051255,0.944957,0
0.03861334,5.0339932,0.9759185,0
1.3602347,4.3733783,1.6297204,0
1.9618945,2.0656993,0.97228056,1
-0.77268505,-0.39819315,0.0044242726,0
-0.7668192,0.8040369,0.21982001,0
-1.338308,2.7539992,0.5156493,0
-1.2025528,3.185591,0.32317096,0
-0.8241239,2.733255,0.5692425,0
-0.73866653,2.4502492,0.53407186,0
-0.45511737,1.4900194,0.36148396,0
-0.25366884,2.0204155,0.28210062,0
-0.79296756,3.0197446,0.41201544,0
-0.9159587,3.062374,0.44963732,0
-0.9792424,2.8400156,0.4085702,0
-0.9166451,2.542808,0.39689222,0
-0.8972558,2.6187806,0.36424556,0
0.40044087,1.7283943,0.8121044,0
0.6352492,1.2725452,0.13112006,0
-0.72735244,2.468635,0.31000534,0
-0.93237436,3.1115224,0.7070639,0
-0.88368434,3.5709589,0.6204495,0
-0.26766482,3.7674956,0.9591383,0
-0.6076123,4.232804,0.6986236,0
-0.99629635,4.7039647,-0.006714418,0
-1.0291696,4.1217823,-0.29955977,0
0.9203266,1.2381992,0.90344566,0
2.798589,-2.43793,0.32847852,1
-1.1539412,-0.21539462,-0.03830932,0
-1.495833,0.10862809,-0.12281986,0
-1.2957659,0.049698383,-0.10049305,0
0.4626393,0.9734368,0.40940297,0
0.33720648,1.8407773,0.5413486,0
-1.0917441,2.483463,0.4251653,0
-1.0196674,2.5326934,0.44072056,0
-0.8399176,2.4723742,0.4541671,0
-2.168066,2.7433991,-0.024935208,0
-0.6095921,0.25533926,0.029056415,0
-1.333452,0.04479945,-0.25171268,0
-1.5509424,0.17909506,-0.33522755,0
-1.2709439,-0.1349529,-0.25425297,0
-0.9101733,-0.40817758,-0.18334602,0
-1.4952193,-0.121655494,-0.3285772,0
-0.81754106,-0.37047875,-0.092271775,0
-1.329139,0.08292794,-0.2002581,0
-1.184409,-0.09690836,-0.16943625,0
-1.5130843,0.090937436,-0.30330083,0
2.6723936,-1.484285,0.0328586,1
3.3237638,0.07105374,0.09447384,1
2.804979,1.9433079,0.3760855,1
1.0614417,4.8778744,1.3358347,0
0.40735683,6.0755696,0.77066326,0
0.058516935,6.9122753,1.3091851,0
0.20639533,7.240299,1.1427687,0
0.9753599,6.253502,1.5157222,0
1.4346515,4.970869,1.2327039,0
3.111958,0.49476415,1.532038,1
-1.4029479,-0.3082072,-0.016422544,0
-1.5317359,-0.2820417,-0.078153305,0
2.3905134,-2.619203,0.28168416,1
2.8260496,-2.9167616,0.48469722,1
-1.490979,-0.23158567,0.027109765,0
3.433293,-1.1609845,1.4084585,1
10.339673,-1.0406468,6.548858,1
7.9392443,0.4749962,0.68739724,1
10.330412,0.51947075,-3.5134597,2
8.70192,-2.2654073,1.9626033,1
9.043163,-1.2833567,4.841498,1
4.7571855,-1.5382025,2.141031,1
4.9220686,-1.643612,3.5207736,1
9.749277,0.645851,-3.4823167,2
7.0190125,-0.58069384,-2.984457,2
5.3226767,0.9725688,-0.14276728,1
4.8849545,2.3704479,1.7787497,1
4.4493866,1.907629,-1.5712967,1
6.329736,3.785689,4.10104,1
6.5101695,5.413541,6.061929,1
6.843983,5.550413,0.37051097,2
7.8235574,4.114681,-3.2639003,2
4.6737957,-0.12174387,-2.2323012,1
4.4261456,0.04150838,-1.6125412,1
9.767973,2.562673,-5.7857065,2
9.130699,3.725948,-7.162833,2
12.487252,1.5241122,2.32333,2
4.374629,-1.5213245,0.5647333,1
-0.098496,-0.782385,-0.09752974,0
-0.55950004,-0.74994326,0.3411423,0
-1.4884322,-0.4373815,0.511224,0
-1.2982368,-0.4889738,0.68265617,0
-1.6328038,-0.15337445,0.5749384,0
-0.9608929,-0.45350462,0.5911969,0
-0.19132398,-0.7457844,0.5190927,0
0.5271819,-1.1886235,0.20334223,0
1.7149456,-1.9914505,-0.022554731,1
1.5652936,-1.8607886,0.15208313,1
0.8358028,-1.244999,0.0955097,0
0.37897763,-1.1106769,-0.05380398,0
-1.0357316,-0.18267576,-0.23709893,0
-1.1639014,-0.17376241,-0.28575006,0
-1.25614,-0.16790888,-0.2528852,0
-1.0064397,-0.10117091,-0.11231461,0
3.0157928,-1.7892535,-0.28207496,1
3.4953804,-2.2286792,0.20877986,1
-0.18095124,-0.7362281,0.035047445,0
-0.772028,-0.3651813,-0.10190876,0
-0.34296495,-0.83451384,-0.13042666,0
-0.3080024,-0.7573821,-0.04181783,0
-0.024159176,-0.94218564,-0.033495378,0
0.4477637,-1.3690383,0.08525103,0
-0.649167,-0.5632132,-0.106619954,0
-1.391901,0.27234486,-0.3004729,0
-0.8289381,-0.15187582,-0.050678257,0
2.3559482,-2.0102046,0.59651834,1
0.51757133,-0.98568195,0.18419659,0
1.4633758,-1.7725358,0.11383257,1
-0.26139274,-0.80935144,-0.11788262,0
-1.8921227,0.20515831,-0.39938253,0
-1.6054049,0.21473205,-0.37657285,0
-1.0887125,-0.088835,-0.2739866,0
-0.9579523,-0.37195376,-0.31013244,0
-1.8949417,0.46984243,-0.3953684,0
-0.6105796,-0.24241348,-0.14493184,0
0.16691168,-0.76489717,-0.020026198,0
1.0570866,-1.5106126,-0.13911344,0
0.9961473,-1.5405457,-0.18870015,0
0.69100744,-1.2615685,-0.013456718,0
1.0965472,-1.2822973,-0.13258342,0
-0.14938805,-0.48725817,-0.2298657,0
1.6896864,-1.6754574,0.22757134,1
1.3915255,-1.4829068,0.32471716,1
-1.1604457,-0.21394914,-0.051669236,0
-1.5903046,-0.049094006,-0.2814872,0
-1.2452024,-0.31082875,-0.16949609,0
-0.8629513,-0.25894782,-0.0250308,0
-1.5773386,0.3526226,-0.15438443,0
-0.7897017,-0.2819157,-0.15054724,0
-0.5615484,-0.41959408,-0.016182479,0
-1.224644,0.08363661,-0.15258749,0
-1.3364972,0.058576155,-0.28101265,0
-1.0047247,-0.3199169,-0.28605044,0
-1.4990155,0.03343197,-0.32932076,0
-0.13341264,0.35662717,0.020900816,0
0.61337465,-0.146963,0.13546441,0
0.028288467,-0.83208156,-0.25793818,0
1.3840506,-0.38935885,0.44728616,0
1.9015024,0.033854578,0.23813625,1
6.3167024,-1.807324,-1.7361777,1
6.7323976,-0.07941478,-1.815435,2
7.412166,-0.8219303,1.8552951,1
-0.37949404,-0.5305693,0.14473125,0
10.084133,-3.4556777,-3.7389047,2
15.98005,-5.1175547,-7.880228,2
10.140165,-4.3119106,-5.7309213,2
5.3074093,-2.1770601,-3.8160627,1
7.0777593,0.7381309,1.8561082,1
4.808385,0.97605485,0.26484844,1
6.0998864,-0.638157,2.7315469,1
4.36816,-1.6160871,1.6072172,1
9.512057,-3.6686997,-2.8078372,2
7.0486774,-1.3458033,-1.2580786,1
8.356303,-2.3092995,1.877844,1
1.7095449,-2.2247283,1.1999415,1
0.39879698,-1.3286042,0.86939216,0
1.8868802,-2.1874778,1.0887483,1
2.2428844,-2.2738028,1.0979811,1
-0.6360099,0.24640186,0.944369,0
-0.012177957,0.7688043,1.4826092,0
-1.4462256,1.9837627,1.1250639,0
-1.4450997,1.7002554,0.9953222,0
-1.8841085,1.6869907,0.69466686,0
-0.71654,0.9785107,0.75800914,0
1.5557101,-0.5032144,0.61257786,1
4.5919414,-1.2538815,-0.17083675,1
4.658196,-0.5914994,1.589826,1
3.4587107,-0.60975206,1.2906604,1
1.6091472,-1.8900087,0.6624004,1
0.24299008,-0.8593101,0.39562684,0
-0.85836446,-0.3795183,0.31120518,0
0.52181524,-1.2454513,0.27429178,0
0.12630238,-1.1172286,0.25110307,0
-0.709005,-0.59122366,0.14311583,0
-1.1506617,-0.16925204,0.055963006,0
-1.2553406,-0.109703645,-0.048612624,0
-1.9521216,0.4029884,-0.2227366,0
-0.7690885,-0.35614973,0.046122856,0
0.23206282,-1.1570146,0.24713267,0
-0.53910947,0.5413089,0.19272661,0
5.3362885,0.55834436,-1.2517173,1
8.215037,0.22765383,-4.675359,2
6.28198,1.7166009,-4.570007,2
6.8890514,3.7309842,-0.8818972,2
8.966612,2.694399,3.44367,1
4.7522016,1.3173679,-0.9274491,1
3.8652115,0.01594607,0.89044446,1
2.358559,0.25509286,1.5880439,1
2.7451587,-0.10197867,1.8017623,1
3.0327246,1.1543914,1.6142566,1
1.4893594,1.2451454,1.4835391,0
0.28243473,2.1925232,1.6303246,0
0.10300354,2.067095,1.3186587,0
-0.010654586,1.9411277,1.0792656,0
0.06656666,0.8356942,0.88670653,0
-0.8596963,-0.70471764,0.26946542,0
-1.0018767,-0.632742,0.16222711,0
-0.85536915,-0.7300575,0.1259136,0
-0.6233133,-0.89186215,0.15869679,0
-0.8285164,-0.5563397,0.13773541,0
-1.6308047,0.27693778,-0.015014917,0
-1.3992027,0.1179511,-0.014844165,0
-1.421852,-0.068585515,-0.09816863,0
2.5155327,-2.4703388,0.5403816,1
-0.065142624,-0.8823549,0.27874655,0
-1.7046394,0.2970564,-0.021820694,0
-1.8010718,0.39434326,-0.079646446,0
-1.1673262,-0.2845224,0.048370082,0
-0.83020097,-0.6628432,0.017638097,0
-1.0185347,-0.5708794,-0.05687886,0
3.242659,-2.302445,-0.16165742,1
5.660619,-0.59676605,-2.162889,1
5.595591,-0.6641521,1.2653955,1
5.9927964,-2.8149714,0.44613636,1
4.8716755,-1.0956879,-0.46194944,1
6.6100063,0.26202905,-1.7489724,2
5.7526684,-0.50400805,1.1083076,1
3.7771525,-1.987213,0.4404912,1
4.8059163,-2.8995323,0.77933127,1
-0.71964985,-0.750648,0.36380956,0
-1.1748439,-0.43132982,0.30794162,0
-1.169271,-0.24612151,0.18713048,0
-1.0769188,-0.26540655,0.123269685,0
-1.6200122,0.12498453,-0.039794765,0
-2.0196607,0.42565024,-0.1044469,0
-1.7043942,0.16666056,-0.112631515,0
-1.3507231,-0.10615455,-0.15356822,0
-1.0534699,-0.17253532,-0.09395408,0
-1.6119736,0.14627455,-0.30584165,0
-1.590598,0.1025291,-0.24506949,0
-1.5878134,0.22105679,-0.2230863,0
-1.6204804,0.15647405,-0.25906044,0
-1.8670214,0.3379789,-0.3439328,0
-1.6588871,0.19749732,-0.2744657,0
-1.4289145,-0.074220374,-0.21950544,0
-1.7825569,0.27467167,-0.3070956,0
-1.9885128,0.33314586,-0.38927853,0
-0.9976882,-0.3927979,-0.20611179,0
-1.2136542,-0.08131441,-0.20213188,0
-0.85849816,-0.2679814,-0.15399113,0
-1.0660206,-0.25053132,-0.2770099,0
-0.9695423,-0.29655546,-0.22255357,0
-1.1755866,-0.098335214,-0.21374047,0
-1.0197567,-0.25915033,-0.21409187,0
-0.666752,-0.4890864,-0.10643324,0
-0.7548754,-0.43486553,-0.110281855,0
-1.2780101,-0.13417754,-0.22566308,0
-1.290236,0.12386934,-0.20135479,0
-1.056602,-0.033259943,-0.12377437,0
-1.2455878,-0.14303836,-0.22848907,0
-1.3175297,-0.17373647,-0.22908059,0
-1.2853987,-0.03682098,-0.2177042,0
-0.87640864,-0.31109676,-0.07856637,0
-0.92047113,-0.38166645,-0.10760743,0
-0.5485284,-0.8343479,-0.059085708,0
-1.1056068,-0.3704722,-0.20204355,0
-0.74878573,-0.6138471,-0.14316487,0
-1.0999651,-0.33786517,-0.22222328,0
-0.9852236,-0.21875872,-0.14058858,0
0.94206625,-1.1630474,-0.20063522,0
5.5386167,-3.5378525,-1.4552583,1
1.2012084,-1.352331,-0.29184458,0
3.6423411,-1.5267148,-0.27841544,1
3.8620837,-1.0083148,-0.98815495,1
3.2211168,-1.0443695,-1.1512117,1
3.6822183,-1.6832441,-0.7805057,1
4.803299,-1.4064419,0.86337566,1
3.45723,-1.4464711,0.52463657,1
6.045258,-2.6125197,-1.7430481,1
1.3574812,-1.3715373,-0.67670506,0
0.05232942,-0.76360863,-0.35742253,0
-0.6129886,-0.30523726,-0.40318507,0
-0.08568634,-0.6367239,-0.40297216,0
-1.3252172,-0.08321627,-0.4474571,0
-1.2249885,-0.22373301,-0.4269295,0
-0.84859776,-0.4020092,-0.35750312,0
-1.3124807,-0.09651646,-0.41903666,0
-1.1482463,-0.20464733,-0.2152928,0
-1.5328828,0.18533242,-0.24026859,0
-1.5059129,0.08236429,-0.2303773,0
-0.84463,-0.4363467,-0.068023905,0
-1.2715921,0.026967498,-0.14089306,0
-1.4823943,0.06574474,-0.21137169,0
-1.2583708,-0.28192827,-0.17314593,0
-1.0345544,-0.4179019,-0.09598238,0
-1.2177299,-0.19573867,-0.08475256,0
-1.1865848,-0.2939258,-0.048958503,0
-0.30593047,-0.94054204,0.090662025,0
-1.581473,0.18131912,-0.13515046,0
-1.9313548,0.40669596,-0.23819652,0
-1.4110732,0.04017139,-0.11536111,0
-1.2417369,-0.13564901,-0.11533068,0
-0.98574114,-0.30951962,-0.1524192,0
-0.8961196,-0.30356148,-0.083705135,0
-0.9716308,-0.28368956,-0.17265956,0
-1.3506109,0.03627823,-0.19695978,0
-1.1225486,-0.076280095,-0.17152652,0
-0.68166524,-0.5155698,-0.05486743,0
-0.6232689,-0.5312025,-0.04617538,0
-1.5183142,0.12661856,-0.24290034,0
-1.6364639,0.09876865,-0.25527924,0
-1.5015644,-0.027832676,-0.28143632,0
-1.5047499,-0.06262658,-0.28626773,0
-1.3587549,0.042481557,-0.16031776,0
-1.5029485,0.13083407,-0.23161899,0
-1.161466,-0.3100889,-0.19866711,0
-1.0635442,-0.5141502,-0.19992507,0
-0.7937871,-0.73506993,-0.22391851,0
-1.3088557,-0.34476745,-0.27555287,0
-1.5353233,0.013923584,-0.2623115,0
-1.6656107,0.18400355,-0.28638276,0
-1.2788116,-0.18518022,-0.24065256,0
-1.5504655,-0.0010048939,-0.26293704,0
-1.4399842,-0.118900694,-0.24657877,0
-1.1213319,-0.40054804,-0.20652342,0
-1.1385067,-0.15921897,-0.1807312,0
-1.2460287,0.1804678,-0.08546427,0
-1.3494134,0.1426969,-0.13783516,0
-1.4541641,-0.22105567,-0.25542364,0
-1.8399551,0.35270342,-0.30947673,0
-1.5186639,0.19224754,-0.22448987,0
-1.1940073,-0.17918907,-0.16190286,0
-0.17070308,-0.8105856,0.09329903,0
-0.51514256,-0.58103657,-0.023307182,0
-1.4772664,-0.114868134,-0.23907737,0
-1.5270672,-0.21791461,-0.30835566,0
-1.986637,0.29830316,-0.32002175,0
-1.8037598,0.22095184,-0.28408983,0
-0.90584487,-0.39431846,-0.06789828,0
-1.8047075,0.43011475,-0.26447335,0
-1.6122471,0.2100176,-0.24727252,0
-0.61778754,-0.60691416,-0.037975408,0
-0.742926,-0.5306685,-0.09257461,0
-1.1651509,-0.5079676,-0.2091973,0
-1.1701114,-0.4210684,-0.1738873,0
-1.3220438,-0.26242596,-0.23140508,0
-1.0428417,-0.1829654,-0.11442514,0
-0.692831,-0.45627555,-0.115723535,0
-1.2636868,-0.30864018,-0.25274327,0
-1.0288559,-0.44214436,-0.14108954,0
-1.449081,-0.18234403,-0.25959024,0
-1.3143082,-0.015066698,-0.1974542,0
-1.2090842,-0.09419052,-0.17685348,0
-1.0957341,-0.29948753,-0.17528938,0
-0.9011337,-0.47907186,-0.068504065,0
-0.8946826,-0.3101944,-0.069616444,0
-1.1138248,-0.044174954,-0.12313631,0
-1.3919957,0.09955767,-0.17409253,0
-1.1139116,-0.14004342,-0.10986191,0
-1.1738331,-0.20094065,-0.14876328,0
-1.3956786,-0.10593318,-0.2242702,0
-1.1121166,-0.09661037,-0.09276816,0
-0.9739557,-0.17313647,-0.08963301,0
-1.6960558,0.35943586,-0.26585874,0
-1.4313413,0.20515242,-0.19599941,0
-0.9863083,-0.060960483,-0.14796568,0
1.4647045,-0.9894116,0.30402058,1
4.7994823,-2.1561093,1.2076932,1
5.327173,-2.9841616,1.1035675,1
6.09792,-2.4241529,2.6772637,1
5.0859194,-1.8090113,1.2422194,1
5.616997,-2.219557,-0.16985127,1
1.1788285,-1.8472934,0.78580755,1
-0.91985863,-0.6945717,0.14320849,0
-0.90039426,-0.14397983,0.16758773,0
-0.7995052,0.30897188,0.037637565,0
1.034122,-0.970695,0.564683,0
0.9755551,-1.3540168,0.20867582,0
-0.30871636,-0.8081515,-0.044151295,0
1.462077,-2.055264,0.28641552,1
0.709002,-0.5689312,0.5834523,0
2.3039815,0.39766577,1.5130786,1
1.7119656,1.1314329,0.8125141,1
1.8530697,0.16986997,0.7485777,1
0.75824356,-0.07905518,0.49968427,0
2.700642,1.0540452,-0.2749892,1
4.289757,0.091572136,1.652075,1
7.35689,-0.5320508,-1.9332609,2
6.8543515,3.6249447,-0.11176455,2
6.7320786,3.4039242,2.0103583,1
5.6261716,-1.0769832,1.4007871,1
2.2254574,-2.44197,0.19291902,1
1.6158677,-1.932939,0.09243912,1
1.211955,-1.766243,0.15830393,0
